"method_1","method_2","category","gene"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","COL5A1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CORO6"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CORT"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CPB1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CRCT1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","DAPL1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","DKK1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","DLX1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","DLX2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","EMID1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","EN1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","FAM169B"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","FAM92B"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","FAT2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","FBP2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","FERMT1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","GHRHR"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","GPSM3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","GPX2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","HCRTR2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","HOXA5"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","HOXA9"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","HOXB5"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","HOXB7"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","HS3ST4"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","HTR2B"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","INMT"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","INSRR"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","IRX4"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","IYD"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","JUNB"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","KCNH8"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","KCNMB1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","KCNMB2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","KISS1R"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","KIT"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","KRT12"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","LANCL3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","LCN2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","LEFTY1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","LHX8"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","LPAR3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","LRG1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","LY6A"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MEOX1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MFAP4"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MFSD2A"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MGP"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MKI67"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MMP2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MPZ"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MRC1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MRGPRD"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MS4A15"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MTNR1A"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","MUSTN1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","NMS"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","NPBWR1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","NPFF"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","NPY1R"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","NPY4R"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","OPRD1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","OXT"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PAK4"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PARP14"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PAX8"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PDLIM1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PDZK1IP1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PF4"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PNMT"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","POU4F2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PPP1R3G"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PRC1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PROCR"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PROK2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PRX"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","PYY"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","RARRES1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","RASL10A"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","RASL11A"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","RGS14"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","RSPO3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","RXFP1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SCTR"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SLA"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SLA2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SLC18A3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SLC47A1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SLC6A13"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SLC6A2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SLC6A3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SLN"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SOX11"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SOX14"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","SPINK8"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","STAC2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","STARD8"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TACR1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TAX1BP3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TCERG1L"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TEDDM3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TFAP2D"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TLX3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TMEM119"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TMEM255B"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TMEM72"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TNF"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TPH2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TRP73"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TRPV1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TUBGCP2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","TYRP1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","UBE2C"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","UCN"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","VGLL3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","VWF"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","WIF1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","WNT2"
"GeoSVG-3D","SPARK-X","SPARK-X only","ADCYAP1"
"GeoSVG-3D","SPARK-X","SPARK-X only","ADORA2A"
"GeoSVG-3D","SPARK-X","SPARK-X only","AJAP1"
"GeoSVG-3D","SPARK-X","SPARK-X only","ANXA1"
"GeoSVG-3D","SPARK-X","SPARK-X only","APLN"
"GeoSVG-3D","SPARK-X","SPARK-X only","APOD"
"GeoSVG-3D","SPARK-X","SPARK-X only","ARAP2"
"GeoSVG-3D","SPARK-X","SPARK-X only","ARHGAP6"
"GeoSVG-3D","SPARK-X","SPARK-X only","ASB4"
"GeoSVG-3D","SPARK-X","SPARK-X only","ASIC3"
"GeoSVG-3D","SPARK-X","SPARK-X only","ATP2B4"
"GeoSVG-3D","SPARK-X","SPARK-X only","BAIAP3"
"GeoSVG-3D","SPARK-X","SPARK-X only","BARHL1"
"GeoSVG-3D","SPARK-X","SPARK-X only","BCL11B"
"GeoSVG-3D","SPARK-X","SPARK-X only","BDNF"
"GeoSVG-3D","SPARK-X","SPARK-X only","C1QL3"
"GeoSVG-3D","SPARK-X","SPARK-X only","C4B"
"GeoSVG-3D","SPARK-X","SPARK-X only","CABP7"
"GeoSVG-3D","SPARK-X","SPARK-X only","CACNA2D1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CADM1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CADM2"
"GeoSVG-3D","SPARK-X","SPARK-X only","CALB1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CALCRL"
"GeoSVG-3D","SPARK-X","SPARK-X only","CAR10"
"GeoSVG-3D","SPARK-X","SPARK-X only","CAR2"
"GeoSVG-3D","SPARK-X","SPARK-X only","CARD10"
"GeoSVG-3D","SPARK-X","SPARK-X only","CARTPT"
"GeoSVG-3D","SPARK-X","SPARK-X only","CASP4"
"GeoSVG-3D","SPARK-X","SPARK-X only","CBLN1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CBLN3"
"GeoSVG-3D","SPARK-X","SPARK-X only","CCKAR"
"GeoSVG-3D","SPARK-X","SPARK-X only","CCL24"
"GeoSVG-3D","SPARK-X","SPARK-X only","CCL3"
"GeoSVG-3D","SPARK-X","SPARK-X only","CCNE1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CCP110"
"GeoSVG-3D","SPARK-X","SPARK-X only","CENPF"
"GeoSVG-3D","SPARK-X","SPARK-X only","CHODL"
"GeoSVG-3D","SPARK-X","SPARK-X only","CHRM2"
"GeoSVG-3D","SPARK-X","SPARK-X only","CHRM3"
"GeoSVG-3D","SPARK-X","SPARK-X only","CITED1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CLDN11"
"GeoSVG-3D","SPARK-X","SPARK-X only","CLEC2L"
"GeoSVG-3D","SPARK-X","SPARK-X only","CNTNAP3"
"GeoSVG-3D","SPARK-X","SPARK-X only","COL15A1"
"GeoSVG-3D","SPARK-X","SPARK-X only","COL18A1"
"GeoSVG-3D","SPARK-X","SPARK-X only","COL25A1"
"GeoSVG-3D","SPARK-X","SPARK-X only","COL6A1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CPNE4"
"GeoSVG-3D","SPARK-X","SPARK-X only","CPNE6"
"GeoSVG-3D","SPARK-X","SPARK-X only","CREB3L1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CRYM"
"GeoSVG-3D","SPARK-X","SPARK-X only","CSPG5"
"GeoSVG-3D","SPARK-X","SPARK-X only","CST3"
"GeoSVG-3D","SPARK-X","SPARK-X only","CTPS"
"GeoSVG-3D","SPARK-X","SPARK-X only","CTSC"
"GeoSVG-3D","SPARK-X","SPARK-X only","CTSS"
"GeoSVG-3D","SPARK-X","SPARK-X only","CXCL14"
"GeoSVG-3D","SPARK-X","SPARK-X only","CXCL2"
"GeoSVG-3D","SPARK-X","SPARK-X only","CYP26B1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CYP2S1"
"GeoSVG-3D","SPARK-X","SPARK-X only","CYTH3"
"GeoSVG-3D","SPARK-X","SPARK-X only","DAD1"
"GeoSVG-3D","SPARK-X","SPARK-X only","DBPHT2"
"GeoSVG-3D","SPARK-X","SPARK-X only","DCLK3"
"GeoSVG-3D","SPARK-X","SPARK-X only","DEPTOR"
"GeoSVG-3D","SPARK-X","SPARK-X only","DPY19L1"
"GeoSVG-3D","SPARK-X","SPARK-X only","DRD1"
"GeoSVG-3D","SPARK-X","SPARK-X only","DRD5"
"GeoSVG-3D","SPARK-X","SPARK-X only","EBF2"
"GeoSVG-3D","SPARK-X","SPARK-X only","EFHD2"
"GeoSVG-3D","SPARK-X","SPARK-X only","EGLN3"
"GeoSVG-3D","SPARK-X","SPARK-X only","ENPP6"
"GeoSVG-3D","SPARK-X","SPARK-X only","EOMES"
"GeoSVG-3D","SPARK-X","SPARK-X only","ESRRG"
"GeoSVG-3D","SPARK-X","SPARK-X only","FABP7"
"GeoSVG-3D","SPARK-X","SPARK-X only","FAM107A"
"GeoSVG-3D","SPARK-X","SPARK-X only","FAM181B"
"GeoSVG-3D","SPARK-X","SPARK-X only","FAM184A"
"GeoSVG-3D","SPARK-X","SPARK-X only","FAM214A"
"GeoSVG-3D","SPARK-X","SPARK-X only","FBLN5"
"GeoSVG-3D","SPARK-X","SPARK-X only","FGF10"
"GeoSVG-3D","SPARK-X","SPARK-X only","FGFR3"
"GeoSVG-3D","SPARK-X","SPARK-X only","FIBCD1"
"GeoSVG-3D","SPARK-X","SPARK-X only","FIGN"
"GeoSVG-3D","SPARK-X","SPARK-X only","FJX1"
"GeoSVG-3D","SPARK-X","SPARK-X only","FN1"
"GeoSVG-3D","SPARK-X","SPARK-X only","FRZB"
"GeoSVG-3D","SPARK-X","SPARK-X only","GABBR1"
"GeoSVG-3D","SPARK-X","SPARK-X only","GABBR2"
"GeoSVG-3D","SPARK-X","SPARK-X only","GAD1"
"GeoSVG-3D","SPARK-X","SPARK-X only","GAD2"
"GeoSVG-3D","SPARK-X","SPARK-X only","GAL"
"GeoSVG-3D","SPARK-X","SPARK-X only","GALNTL6"
"GeoSVG-3D","SPARK-X","SPARK-X only","GALR1"
"GeoSVG-3D","SPARK-X","SPARK-X only","GALR2"
"GeoSVG-3D","SPARK-X","SPARK-X only","GATA3"
"GeoSVG-3D","SPARK-X","SPARK-X only","GBX1"
"GeoSVG-3D","SPARK-X","SPARK-X only","GBX2"
"GeoSVG-3D","SPARK-X","SPARK-X only","GFAP"
"GeoSVG-3D","SPARK-X","SPARK-X only","GFRA2"
"GeoSVG-3D","SPARK-X","SPARK-X only","GHRH"
"GeoSVG-3D","SPARK-X","SPARK-X only","GHSR"
"GeoSVG-3D","SPARK-X","SPARK-X only","GJA1"
"GeoSVG-3D","SPARK-X","SPARK-X only","GLDC"
"GeoSVG-3D","SPARK-X","SPARK-X only","GM5741"
"GeoSVG-3D","SPARK-X","SPARK-X only","GNA14"
"GeoSVG-3D","SPARK-X","SPARK-X only","GNG4"
"GeoSVG-3D","SPARK-X","SPARK-X only","GNG8"
"GeoSVG-3D","SPARK-X","SPARK-X only","GPR101"
"GeoSVG-3D","SPARK-X","SPARK-X only","GPR119"
"GeoSVG-3D","SPARK-X","SPARK-X only","GPR139"
"GeoSVG-3D","SPARK-X","SPARK-X only","GPR34"
"GeoSVG-3D","SPARK-X","SPARK-X only","GPR88"
"GeoSVG-3D","SPARK-X","SPARK-X only","GPRASP2"
"GeoSVG-3D","SPARK-X","SPARK-X only","GPSM1"
"GeoSVG-3D","SPARK-X","SPARK-X only","GRIK3"
"GeoSVG-3D","SPARK-X","SPARK-X only","GRM1"
"GeoSVG-3D","SPARK-X","SPARK-X only","GRM2"
"GeoSVG-3D","SPARK-X","SPARK-X only","GRM4"
"GeoSVG-3D","SPARK-X","SPARK-X only","GRM5"
"GeoSVG-3D","SPARK-X","SPARK-X only","GRM7"
"GeoSVG-3D","SPARK-X","SPARK-X only","GRM8"
"GeoSVG-3D","SPARK-X","SPARK-X only","H2-AB1"
"GeoSVG-3D","SPARK-X","SPARK-X only","HCRT"
"GeoSVG-3D","SPARK-X","SPARK-X only","HCRTR1"
"GeoSVG-3D","SPARK-X","SPARK-X only","HDHD3"
"GeoSVG-3D","SPARK-X","SPARK-X only","HHIP"
"GeoSVG-3D","SPARK-X","SPARK-X only","HOPX"
"GeoSVG-3D","SPARK-X","SPARK-X only","HOXA7"
"GeoSVG-3D","SPARK-X","SPARK-X only","HOXC5"
"GeoSVG-3D","SPARK-X","SPARK-X only","HPCAL4"
"GeoSVG-3D","SPARK-X","SPARK-X only","HRH3"
"GeoSVG-3D","SPARK-X","SPARK-X only","HS6ST2"
"GeoSVG-3D","SPARK-X","SPARK-X only","HTR1A"
"GeoSVG-3D","SPARK-X","SPARK-X only","HTR1B"
"GeoSVG-3D","SPARK-X","SPARK-X only","HTR1F"
"GeoSVG-3D","SPARK-X","SPARK-X only","HTR2A"
"GeoSVG-3D","SPARK-X","SPARK-X only","HTR5B"
"GeoSVG-3D","SPARK-X","SPARK-X only","HTRA1"
"GeoSVG-3D","SPARK-X","SPARK-X only","ID4"
"GeoSVG-3D","SPARK-X","SPARK-X only","IFITM1"
"GeoSVG-3D","SPARK-X","SPARK-X only","IGSF1"
"GeoSVG-3D","SPARK-X","SPARK-X only","IL1RAPL2"
"GeoSVG-3D","SPARK-X","SPARK-X only","IL33"
"GeoSVG-3D","SPARK-X","SPARK-X only","INPP5J"
"GeoSVG-3D","SPARK-X","SPARK-X only","IRS4"
"GeoSVG-3D","SPARK-X","SPARK-X only","IRX2"
"GeoSVG-3D","SPARK-X","SPARK-X only","IRX6"
"GeoSVG-3D","SPARK-X","SPARK-X only","KCNAB1"
"GeoSVG-3D","SPARK-X","SPARK-X only","KCND3"
"GeoSVG-3D","SPARK-X","SPARK-X only","KCTD12"
"GeoSVG-3D","SPARK-X","SPARK-X only","KIF5B"
"GeoSVG-3D","SPARK-X","SPARK-X only","KRT73"
"GeoSVG-3D","SPARK-X","SPARK-X only","LEF1"
"GeoSVG-3D","SPARK-X","SPARK-X only","LGI2"
"GeoSVG-3D","SPARK-X","SPARK-X only","LHX1"
"GeoSVG-3D","SPARK-X","SPARK-X only","LHX6"
"GeoSVG-3D","SPARK-X","SPARK-X only","LHX9"
"GeoSVG-3D","SPARK-X","SPARK-X only","LIMS2"
"GeoSVG-3D","SPARK-X","SPARK-X only","LINGO4"
"GeoSVG-3D","SPARK-X","SPARK-X only","LMO3"
"GeoSVG-3D","SPARK-X","SPARK-X only","LMX1A"
"GeoSVG-3D","SPARK-X","SPARK-X only","LRPPRC"
"GeoSVG-3D","SPARK-X","SPARK-X only","LRRC55"
"GeoSVG-3D","SPARK-X","SPARK-X only","LYPD1"
"GeoSVG-3D","SPARK-X","SPARK-X only","LYPD6"
"GeoSVG-3D","SPARK-X","SPARK-X only","MAN1A"
"GeoSVG-3D","SPARK-X","SPARK-X only","MATN2"
"GeoSVG-3D","SPARK-X","SPARK-X only","MBP"
"GeoSVG-3D","SPARK-X","SPARK-X only","MC1R"
"GeoSVG-3D","SPARK-X","SPARK-X only","MEIS2"
"GeoSVG-3D","SPARK-X","SPARK-X only","MLF1"
"GeoSVG-3D","SPARK-X","SPARK-X only","MOG"
"GeoSVG-3D","SPARK-X","SPARK-X only","MOXD1"
"GeoSVG-3D","SPARK-X","SPARK-X only","NDNF"
"GeoSVG-3D","SPARK-X","SPARK-X only","NDRG2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NEFH"
"GeoSVG-3D","SPARK-X","SPARK-X only","NEFM"
"GeoSVG-3D","SPARK-X","SPARK-X only","NEUROD1"
"GeoSVG-3D","SPARK-X","SPARK-X only","NFATC2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NGB"
"GeoSVG-3D","SPARK-X","SPARK-X only","NHLH2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NINJ2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NKX2-1"
"GeoSVG-3D","SPARK-X","SPARK-X only","NMB"
"GeoSVG-3D","SPARK-X","SPARK-X only","NOG"
"GeoSVG-3D","SPARK-X","SPARK-X only","NOS1"
"GeoSVG-3D","SPARK-X","SPARK-X only","NPAS1"
"GeoSVG-3D","SPARK-X","SPARK-X only","NPNT"
"GeoSVG-3D","SPARK-X","SPARK-X only","NPPA"
"GeoSVG-3D","SPARK-X","SPARK-X only","NPPC"
"GeoSVG-3D","SPARK-X","SPARK-X only","NPTX2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NPW"
"GeoSVG-3D","SPARK-X","SPARK-X only","NPY2R"
"GeoSVG-3D","SPARK-X","SPARK-X only","NR2F2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NR3C2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NR4A2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NREP"
"GeoSVG-3D","SPARK-X","SPARK-X only","NRIP3"
"GeoSVG-3D","SPARK-X","SPARK-X only","NRP2"
"GeoSVG-3D","SPARK-X","SPARK-X only","NTNG1"
"GeoSVG-3D","SPARK-X","SPARK-X only","NTS"
"GeoSVG-3D","SPARK-X","SPARK-X only","NWD2"
"GeoSVG-3D","SPARK-X","SPARK-X only","OLFM2"
"GeoSVG-3D","SPARK-X","SPARK-X only","OLFML2A"
"GeoSVG-3D","SPARK-X","SPARK-X only","OMP"
"GeoSVG-3D","SPARK-X","SPARK-X only","ONECUT2"
"GeoSVG-3D","SPARK-X","SPARK-X only","OPALIN"
"GeoSVG-3D","SPARK-X","SPARK-X only","OPRL1"
"GeoSVG-3D","SPARK-X","SPARK-X only","OTOF"
"GeoSVG-3D","SPARK-X","SPARK-X only","OTP"
"GeoSVG-3D","SPARK-X","SPARK-X only","OTX2"
"GeoSVG-3D","SPARK-X","SPARK-X only","OXTR"
"GeoSVG-3D","SPARK-X","SPARK-X only","PARM1"
"GeoSVG-3D","SPARK-X","SPARK-X only","PAX6"
"GeoSVG-3D","SPARK-X","SPARK-X only","PAX7"
"GeoSVG-3D","SPARK-X","SPARK-X only","PCDH11X"
"GeoSVG-3D","SPARK-X","SPARK-X only","PCDH20"
"GeoSVG-3D","SPARK-X","SPARK-X only","PCP4"
"GeoSVG-3D","SPARK-X","SPARK-X only","PDCD4"
"GeoSVG-3D","SPARK-X","SPARK-X only","PDE11A"
"GeoSVG-3D","SPARK-X","SPARK-X only","PDE1C"
"GeoSVG-3D","SPARK-X","SPARK-X only","PDGFA"
"GeoSVG-3D","SPARK-X","SPARK-X only","PDYN"
"GeoSVG-3D","SPARK-X","SPARK-X only","PEG10"
"GeoSVG-3D","SPARK-X","SPARK-X only","PENK"
"GeoSVG-3D","SPARK-X","SPARK-X only","PGLYRP1"
"GeoSVG-3D","SPARK-X","SPARK-X only","PGR"
"GeoSVG-3D","SPARK-X","SPARK-X only","PHLDA1"
"GeoSVG-3D","SPARK-X","SPARK-X only","PHOX2A"
"GeoSVG-3D","SPARK-X","SPARK-X only","PHOX2B"
"GeoSVG-3D","SPARK-X","SPARK-X only","PIEZO2"
"GeoSVG-3D","SPARK-X","SPARK-X only","PITX2"
"GeoSVG-3D","SPARK-X","SPARK-X only","PLCH1"
"GeoSVG-3D","SPARK-X","SPARK-X only","PLTP"
"GeoSVG-3D","SPARK-X","SPARK-X only","PNOC"
"GeoSVG-3D","SPARK-X","SPARK-X only","POSTN"
"GeoSVG-3D","SPARK-X","SPARK-X only","POU4F1"
"GeoSVG-3D","SPARK-X","SPARK-X only","POU6F2"
"GeoSVG-3D","SPARK-X","SPARK-X only","PPP1R14A"
"GeoSVG-3D","SPARK-X","SPARK-X only","PPP1R17"
"GeoSVG-3D","SPARK-X","SPARK-X only","PPP1R1B"
"GeoSVG-3D","SPARK-X","SPARK-X only","PPP2R2B"
"GeoSVG-3D","SPARK-X","SPARK-X only","PRDM12"
"GeoSVG-3D","SPARK-X","SPARK-X only","PRKCD"
"GeoSVG-3D","SPARK-X","SPARK-X only","PRLR"
"GeoSVG-3D","SPARK-X","SPARK-X only","PROX1"
"GeoSVG-3D","SPARK-X","SPARK-X only","PRPH"
"GeoSVG-3D","SPARK-X","SPARK-X only","PRR5L"
"GeoSVG-3D","SPARK-X","SPARK-X only","PRRXL1"
"GeoSVG-3D","SPARK-X","SPARK-X only","PRSS12"
"GeoSVG-3D","SPARK-X","SPARK-X only","PRSS23"
"GeoSVG-3D","SPARK-X","SPARK-X only","PTGDS"
"GeoSVG-3D","SPARK-X","SPARK-X only","PTK2B"
"GeoSVG-3D","SPARK-X","SPARK-X only","PTPRK"
"GeoSVG-3D","SPARK-X","SPARK-X only","RAB3B"
"GeoSVG-3D","SPARK-X","SPARK-X only","RASD1"
"GeoSVG-3D","SPARK-X","SPARK-X only","RELL1"
"GeoSVG-3D","SPARK-X","SPARK-X only","RERG"
"GeoSVG-3D","SPARK-X","SPARK-X only","RESP18"
"GeoSVG-3D","SPARK-X","SPARK-X only","RGS8"
"GeoSVG-3D","SPARK-X","SPARK-X only","RIMS4"
"GeoSVG-3D","SPARK-X","SPARK-X only","RORA"
"GeoSVG-3D","SPARK-X","SPARK-X only","RPP25"
"GeoSVG-3D","SPARK-X","SPARK-X only","RPRM"
"GeoSVG-3D","SPARK-X","SPARK-X only","RSPO1"
"GeoSVG-3D","SPARK-X","SPARK-X only","RXFP4"
"GeoSVG-3D","SPARK-X","SPARK-X only","S1PR1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SCN5A"
"GeoSVG-3D","SPARK-X","SPARK-X only","SEMA3E"
"GeoSVG-3D","SPARK-X","SPARK-X only","SERPINF1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SIM1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SIX3"
"GeoSVG-3D","SPARK-X","SPARK-X only","SKOR1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SLC1A3"
"GeoSVG-3D","SPARK-X","SPARK-X only","SLC24A2"
"GeoSVG-3D","SPARK-X","SPARK-X only","SLC32A1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SLC7A10"
"GeoSVG-3D","SPARK-X","SPARK-X only","SLCO3A1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SNTB1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SORCS1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SOST"
"GeoSVG-3D","SPARK-X","SPARK-X only","SOSTDC1"
"GeoSVG-3D","SPARK-X","SPARK-X only","SOX4"
"GeoSVG-3D","SPARK-X","SPARK-X only","SP9"
"GeoSVG-3D","SPARK-X","SPARK-X only","SPON1"
"GeoSVG-3D","SPARK-X","SPARK-X only","ST8SIA6"
"GeoSVG-3D","SPARK-X","SPARK-X only","STEAP2"
"GeoSVG-3D","SPARK-X","SPARK-X only","STMN2"
"GeoSVG-3D","SPARK-X","SPARK-X only","SV2C"
"GeoSVG-3D","SPARK-X","SPARK-X only","SYNPO2"
"GeoSVG-3D","SPARK-X","SPARK-X only","SYNPR"
"GeoSVG-3D","SPARK-X","SPARK-X only","SYT15"
"GeoSVG-3D","SPARK-X","SPARK-X only","SYT2"
"GeoSVG-3D","SPARK-X","SPARK-X only","SYT6"
"GeoSVG-3D","SPARK-X","SPARK-X only","TAC1"
"GeoSVG-3D","SPARK-X","SPARK-X only","TAC2"
"GeoSVG-3D","SPARK-X","SPARK-X only","TCF7L2"
"GeoSVG-3D","SPARK-X","SPARK-X only","TFAP2B"
