"method_1","method_2","category","gene"
"scBSP","SPARK","SPARK only","PRPH"
"scBSP","SPARK","SPARK only","PRR5L"
"scBSP","SPARK","SPARK only","PRRXL1"
"scBSP","SPARK","SPARK only","PRSS12"
"scBSP","SPARK","SPARK only","PRSS23"
"scBSP","SPARK","SPARK only","PRSS35"
"scBSP","SPARK","SPARK only","PTGFR"
"scBSP","SPARK","SPARK only","PTHLH"
"scBSP","SPARK","SPARK only","PTK2B"
"scBSP","SPARK","SPARK only","PTPN3"
"scBSP","SPARK","SPARK only","PTPRK"
"scBSP","SPARK","SPARK only","PTPRZ1"
"scBSP","SPARK","SPARK only","PVALB"
"scBSP","SPARK","SPARK only","PYY"
"scBSP","SPARK","SPARK only","RAB37"
"scBSP","SPARK","SPARK only","RAMP3"
"scBSP","SPARK","SPARK only","RARRES1"
"scBSP","SPARK","SPARK only","RASD1"
"scBSP","SPARK","SPARK only","RASL10A"
"scBSP","SPARK","SPARK only","RASL11A"
"scBSP","SPARK","SPARK only","RBP4"
"scBSP","SPARK","SPARK only","RELN"
"scBSP","SPARK","SPARK only","RERG"
"scBSP","SPARK","SPARK only","RESP18"
"scBSP","SPARK","SPARK only","RET"
"scBSP","SPARK","SPARK only","RGS12"
"scBSP","SPARK","SPARK only","RGS16"
"scBSP","SPARK","SPARK only","RGS8"
"scBSP","SPARK","SPARK only","RGS9"
"scBSP","SPARK","SPARK only","RIMS4"
"scBSP","SPARK","SPARK only","RLN3"
"scBSP","SPARK","SPARK only","RNF152"
"scBSP","SPARK","SPARK only","RORA"
"scBSP","SPARK","SPARK only","RORB"
"scBSP","SPARK","SPARK only","RPP25"
"scBSP","SPARK","SPARK only","RPRM"
"scBSP","SPARK","SPARK only","RRM2"
"scBSP","SPARK","SPARK only","RSPO1"
"scBSP","SPARK","SPARK only","RSPO3"
"scBSP","SPARK","SPARK only","RUNX1"
"scBSP","SPARK","SPARK only","RXFP1"
"scBSP","SPARK","SPARK only","RXFP4"
"scBSP","SPARK","SPARK only","RXRG"
"scBSP","SPARK","SPARK only","SAG"
"scBSP","SPARK","SPARK only","SALL3"
"scBSP","SPARK","SPARK only","SAPCD2"
"scBSP","SPARK","SPARK only","SATB2"
"scBSP","SPARK","SPARK only","SCGN"
"scBSP","SPARK","SPARK only","SCN10A"
"scBSP","SPARK","SPARK only","SCN4B"
"scBSP","SPARK","SPARK only","SCN5A"
"scBSP","SPARK","SPARK only","SCUBE1"
"scBSP","SPARK","SPARK only","SEMA3A"
"scBSP","SPARK","SPARK only","SEMA3C"
"scBSP","SPARK","SPARK only","SEMA3E"
"scBSP","SPARK","SPARK only","SEMA3G"
"scBSP","SPARK","SPARK only","SEMA4D"
"scBSP","SPARK","SPARK only","SEMA5A"
"scBSP","SPARK","SPARK only","SERPINB1B"
"scBSP","SPARK","SPARK only","SERPINF1"
"scBSP","SPARK","SPARK only","SFRP2"
"scBSP","SPARK","SPARK only","SHOX2"
"scBSP","SPARK","SPARK only","SIM1"
"scBSP","SPARK","SPARK only","SIX3"
"scBSP","SPARK","SPARK only","SIX6"
"scBSP","SPARK","SPARK only","SKOR1"
"scBSP","SPARK","SPARK only","SLA"
"scBSP","SPARK","SPARK only","SLA2"
"scBSP","SPARK","SPARK only","SLC13A3"
"scBSP","SPARK","SPARK only","SLC17A6"
"scBSP","SPARK","SPARK only","SLC17A7"
"scBSP","SPARK","SPARK only","SLC17A8"
"scBSP","SPARK","SPARK only","SLC18A2"
"scBSP","SPARK","SPARK only","SLC18A3"
"scBSP","SPARK","SPARK only","SLC1A3"
"scBSP","SPARK","SPARK only","SLC22A4"
"scBSP","SPARK","SPARK only","SLC24A2"
"scBSP","SPARK","SPARK only","SLC30A3"
"scBSP","SPARK","SPARK only","SLC34A2"
"scBSP","SPARK","SPARK only","SLC5A7"
"scBSP","SPARK","SPARK only","SLC6A2"
"scBSP","SPARK","SPARK only","SLC6A3"
"scBSP","SPARK","SPARK only","SLC6A4"
"scBSP","SPARK","SPARK only","SLC6A5"
"scBSP","SPARK","SPARK only","SLC7A10"
"scBSP","SPARK","SPARK only","SLCO3A1"
"scBSP","SPARK","SPARK only","SMIM17"
"scBSP","SPARK","SPARK only","SMOC1"
"scBSP","SPARK","SPARK only","SNTB1"
"scBSP","SPARK","SPARK only","SOCS3"
"scBSP","SPARK","SPARK only","SORCS1"
"scBSP","SPARK","SPARK only","SOST"
"scBSP","SPARK","SPARK only","SOSTDC1"
"scBSP","SPARK","SPARK only","SOX11"
"scBSP","SPARK","SPARK only","SOX14"
"scBSP","SPARK","SPARK only","SOX4"
"scBSP","SPARK","SPARK only","SP9"
"scBSP","SPARK","SPARK only","SPDEF"
"scBSP","SPARK","SPARK only","SPHKAP"
"scBSP","SPARK","SPARK only","SPON1"
"scBSP","SPARK","SPARK only","SPON2"
"scBSP","SPARK","SPARK only","SST"
"scBSP","SPARK","SPARK only","SSTR2"
"scBSP","SPARK","SPARK only","ST18"
"scBSP","SPARK","SPARK only","ST8SIA4"
"scBSP","SPARK","SPARK only","ST8SIA6"
"scBSP","SPARK","SPARK only","STAC2"
"scBSP","SPARK","SPARK only","STARD8"
"scBSP","SPARK","SPARK only","STEAP2"
"scBSP","SPARK","SPARK only","STK32B"
"scBSP","SPARK","SPARK only","SULF1"
"scBSP","SPARK","SPARK only","SULF2"
"scBSP","SPARK","SPARK only","SV2C"
"scBSP","SPARK","SPARK only","SYNPO2"
"scBSP","SPARK","SPARK only","SYNPR"
"scBSP","SPARK","SPARK only","SYT15"
"scBSP","SPARK","SPARK only","SYT2"
"scBSP","SPARK","SPARK only","SYT6"
"scBSP","SPARK","SPARK only","TAC2"
"scBSP","SPARK","SPARK only","TACR1"
"scBSP","SPARK","SPARK only","TACR3"
"scBSP","SPARK","SPARK only","TAGLN"
"scBSP","SPARK","SPARK only","TBR1"
"scBSP","SPARK","SPARK only","TBX18"
"scBSP","SPARK","SPARK only","TBXA2R"
"scBSP","SPARK","SPARK only","TCAP"
"scBSP","SPARK","SPARK only","TCF4"
"scBSP","SPARK","SPARK only","TCF7L2"
"scBSP","SPARK","SPARK only","TEK"
"scBSP","SPARK","SPARK only","TEKT5"
"scBSP","SPARK","SPARK only","TFAP2C"
"scBSP","SPARK","SPARK only","TFAP2D"
"scBSP","SPARK","SPARK only","TGFB2"
"scBSP","SPARK","SPARK only","TH"
"scBSP","SPARK","SPARK only","THBD"
"scBSP","SPARK","SPARK only","THRSP"
"scBSP","SPARK","SPARK only","TIAM1"
"scBSP","SPARK","SPARK only","TIAM2"
"scBSP","SPARK","SPARK only","TM4SF4"
"scBSP","SPARK","SPARK only","TMC3"
"scBSP","SPARK","SPARK only","TMEM114"
"scBSP","SPARK","SPARK only","TMEM132C"
"scBSP","SPARK","SPARK only","TMEM141"
"scBSP","SPARK","SPARK only","TMEM215"
"scBSP","SPARK","SPARK only","TMEM233"
"scBSP","SPARK","SPARK only","TMEM255A"
"scBSP","SPARK","SPARK only","TMEM255B"
"scBSP","SPARK","SPARK only","TMEM72"
"scBSP","SPARK","SPARK only","TMEM88B"
"scBSP","SPARK","SPARK only","TNNC1"
"scBSP","SPARK","SPARK only","TNNI3"
"scBSP","SPARK","SPARK only","TNNT3"
"scBSP","SPARK","SPARK only","TNR"
"scBSP","SPARK","SPARK only","TOP2A"
"scBSP","SPARK","SPARK only","TOX"
"scBSP","SPARK","SPARK only","TPBG"
"scBSP","SPARK","SPARK only","TPD52L1"
"scBSP","SPARK","SPARK only","TRAF3IP3"
"scBSP","SPARK","SPARK only","TRAPPC3L"
"scBSP","SPARK","SPARK only","TRH"
"scBSP","SPARK","SPARK only","TRHR"
"scBSP","SPARK","SPARK only","TRIM54"
"scBSP","SPARK","SPARK only","TRIM66"
"scBSP","SPARK","SPARK only","TTR"
"scBSP","SPARK","SPARK only","TTYH1"
"scBSP","SPARK","SPARK only","TUBGCP2"
"scBSP","SPARK","SPARK only","UCN"
"scBSP","SPARK","SPARK only","UGT8A"
"scBSP","SPARK","SPARK only","UTS2B"
"scBSP","SPARK","SPARK only","VEGFA"
"scBSP","SPARK","SPARK only","VGLL3"
"scBSP","SPARK","SPARK only","VIM"
"scBSP","SPARK","SPARK only","VIP"
"scBSP","SPARK","SPARK only","VIPR1"
"scBSP","SPARK","SPARK only","VSIG8"
"scBSP","SPARK","SPARK only","VTN"
"scBSP","SPARK","SPARK only","VWC2L"
"scBSP","SPARK","SPARK only","VWF"
"scBSP","SPARK","SPARK only","WFDC12"
"scBSP","SPARK","SPARK only","WFDC18"
"scBSP","SPARK","SPARK only","WFDC2"
"scBSP","SPARK","SPARK only","WFS1"
"scBSP","SPARK","SPARK only","WHRN"
"scBSP","SPARK","SPARK only","WIF1"
"scBSP","SPARK","SPARK only","YJEFN3"
"scBSP","SPARK","SPARK only","ZBTB20"
"scBSP","SPARK","SPARK only","ZFHX4"
"scBSP","SPARK","SPARK only","ZIC1"
"scBSP","SPARK","SPARK only","ZMYM1"
"scBSP","SPARK-X","Overlap","ADCYAP1"
"scBSP","SPARK-X","Overlap","ADCYAP1R1"
"scBSP","SPARK-X","Overlap","ALCAM"
"scBSP","SPARK-X","Overlap","APOD"
"scBSP","SPARK-X","Overlap","ASS1"
"scBSP","SPARK-X","Overlap","BAIAP3"
"scBSP","SPARK-X","Overlap","CACNA2D1"
"scBSP","SPARK-X","Overlap","CACNA2D2"
"scBSP","SPARK-X","Overlap","CADM1"
"scBSP","SPARK-X","Overlap","CALB2"
"scBSP","SPARK-X","Overlap","CALCR"
"scBSP","SPARK-X","Overlap","CAMK2D"
"scBSP","SPARK-X","Overlap","CAR2"
"scBSP","SPARK-X","Overlap","CARTPT"
"scBSP","SPARK-X","Overlap","CBLN1"
"scBSP","SPARK-X","Overlap","CBLN2"
"scBSP","SPARK-X","Overlap","CLDN11"
"scBSP","SPARK-X","Overlap","CLU"
"scBSP","SPARK-X","Overlap","CPNE6"
"scBSP","SPARK-X","Overlap","CST3"
"scBSP","SPARK-X","Overlap","CXCL14"
"scBSP","SPARK-X","Overlap","DBPHT2"
"scBSP","SPARK-X","Overlap","DKK3"
"scBSP","SPARK-X","Overlap","DLK1"
"scBSP","SPARK-X","Overlap","EBF3"
"scBSP","SPARK-X","Overlap","GABBR1"
"scBSP","SPARK-X","Overlap","GABBR2"
"scBSP","SPARK-X","Overlap","GAD2"
"scBSP","SPARK-X","Overlap","GFAP"
"scBSP","SPARK-X","Overlap","GJA1"
"scBSP","SPARK-X","Overlap","GPRASP2"
"scBSP","SPARK-X","Overlap","GPSM1"
"scBSP","SPARK-X","Overlap","GRM5"
"scBSP","SPARK-X","Overlap","GRM7"
"scBSP","SPARK-X","Overlap","HAP1"
"scBSP","SPARK-X","Overlap","HCRT"
"scBSP","SPARK-X","Overlap","HPCAL1"
"scBSP","SPARK-X","Overlap","HPCAL4"
"scBSP","SPARK-X","Overlap","HTRA1"
"scBSP","SPARK-X","Overlap","IGSF8"
"scBSP","SPARK-X","Overlap","ITIH3"
"scBSP","SPARK-X","Overlap","KLHL1"
"scBSP","SPARK-X","Overlap","LMO3"
"scBSP","SPARK-X","Overlap","LSAMP"
"scBSP","SPARK-X","Overlap","LYPD1"
"scBSP","SPARK-X","Overlap","MBP"
"scBSP","SPARK-X","Overlap","MDGA1"
"scBSP","SPARK-X","Overlap","MEIS2"
"scBSP","SPARK-X","Overlap","MOG"
"scBSP","SPARK-X","Overlap","NEFM"
"scBSP","SPARK-X","Overlap","NPTX1"
"scBSP","SPARK-X","Overlap","NRGN"
"scBSP","SPARK-X","Overlap","NTSR2"
"scBSP","SPARK-X","Overlap","OLFM2"
"scBSP","SPARK-X","Overlap","OPRL1"
"scBSP","SPARK-X","Overlap","PARM1"
"scBSP","SPARK-X","Overlap","PCP4"
"scBSP","SPARK-X","Overlap","PEG10"
"scBSP","SPARK-X","Overlap","PENK"
"scBSP","SPARK-X","Overlap","PMCH"
"scBSP","SPARK-X","Overlap","PPP1R1B"
"scBSP","SPARK-X","Overlap","PPP2R2B"
"scBSP","SPARK-X","Overlap","PRKCD"
"scBSP","SPARK-X","Overlap","PROX1"
"scBSP","SPARK-X","Overlap","PTGDS"
"scBSP","SPARK-X","Overlap","RAB3B"
"scBSP","SPARK-X","Overlap","RGS4"
"scBSP","SPARK-X","Overlap","RPS24"
"scBSP","SPARK-X","Overlap","SATB1"
"scBSP","SPARK-X","Overlap","SEZ6"
"scBSP","SPARK-X","Overlap","SLC32A1"
"scBSP","SPARK-X","Overlap","SLC6A11"
"scBSP","SPARK-X","Overlap","SNCG"
"scBSP","SPARK-X","Overlap","SPARC"
"scBSP","SPARK-X","Overlap","STMN2"
"scBSP","SPARK-X","Overlap","SUMO2"
"scBSP","SPARK-X","Overlap","TAC1"
"scBSP","SPARK-X","Overlap","TMEM163"
"scBSP","SPARK-X","Overlap","TMSB4X"
"scBSP","SPARK-X","Overlap","TRF"
"scBSP","SPARK-X","Overlap","TSHZ2"
"scBSP","SPARK-X","Overlap","VAMP1"
"scBSP","SPARK-X","SPARK-X only","ADORA1"
"scBSP","SPARK-X","SPARK-X only","ADORA2A"
"scBSP","SPARK-X","SPARK-X only","ADRB1"
"scBSP","SPARK-X","SPARK-X only","AJAP1"
"scBSP","SPARK-X","SPARK-X only","ANXA1"
"scBSP","SPARK-X","SPARK-X only","ANXA11"
"scBSP","SPARK-X","SPARK-X only","APLN"
"scBSP","SPARK-X","SPARK-X only","ARAP2"
"scBSP","SPARK-X","SPARK-X only","ARHGAP36"
"scBSP","SPARK-X","SPARK-X only","ARHGAP6"
"scBSP","SPARK-X","SPARK-X only","ASB4"
"scBSP","SPARK-X","SPARK-X only","ASIC3"
"scBSP","SPARK-X","SPARK-X only","ATP2B4"
"scBSP","SPARK-X","SPARK-X only","AVP"
"scBSP","SPARK-X","SPARK-X only","B3GAT2"
"scBSP","SPARK-X","SPARK-X only","BARHL1"
"scBSP","SPARK-X","SPARK-X only","BCL11B"
"scBSP","SPARK-X","SPARK-X only","BDNF"
"scBSP","SPARK-X","SPARK-X only","C1QL2"
"scBSP","SPARK-X","SPARK-X only","C1QL3"
"scBSP","SPARK-X","SPARK-X only","C4B"
"scBSP","SPARK-X","SPARK-X only","CABP7"
"scBSP","SPARK-X","SPARK-X only","CACNG4"
"scBSP","SPARK-X","SPARK-X only","CADM2"
"scBSP","SPARK-X","SPARK-X only","CALB1"
"scBSP","SPARK-X","SPARK-X only","CALCRL"
"scBSP","SPARK-X","SPARK-X only","CAR10"
"scBSP","SPARK-X","SPARK-X only","CAR4"
"scBSP","SPARK-X","SPARK-X only","CAR8"
"scBSP","SPARK-X","SPARK-X only","CARD10"
"scBSP","SPARK-X","SPARK-X only","CASP4"
"scBSP","SPARK-X","SPARK-X only","CBLN3"
"scBSP","SPARK-X","SPARK-X only","CBLN4"
"scBSP","SPARK-X","SPARK-X only","CCK"
"scBSP","SPARK-X","SPARK-X only","CCKAR"
"scBSP","SPARK-X","SPARK-X only","CCL24"
"scBSP","SPARK-X","SPARK-X only","CCL3"
"scBSP","SPARK-X","SPARK-X only","CCNE1"
"scBSP","SPARK-X","SPARK-X only","CCP110"
"scBSP","SPARK-X","SPARK-X only","CCSAP"
"scBSP","SPARK-X","SPARK-X only","CD74"
"scBSP","SPARK-X","SPARK-X only","CDH13"
"scBSP","SPARK-X","SPARK-X only","CDH7"
"scBSP","SPARK-X","SPARK-X only","CENPF"
"scBSP","SPARK-X","SPARK-X only","CHODL"
"scBSP","SPARK-X","SPARK-X only","CHRM1"
"scBSP","SPARK-X","SPARK-X only","CHRM2"
"scBSP","SPARK-X","SPARK-X only","CHRM3"
"scBSP","SPARK-X","SPARK-X only","CHRM4"
"scBSP","SPARK-X","SPARK-X only","CHRM5"
"scBSP","SPARK-X","SPARK-X only","CITED1"
"scBSP","SPARK-X","SPARK-X only","CLDN10"
"scBSP","SPARK-X","SPARK-X only","CLEC2L"
"scBSP","SPARK-X","SPARK-X only","CLIC6"
"scBSP","SPARK-X","SPARK-X only","CNTNAP3"
"scBSP","SPARK-X","SPARK-X only","COCH"
"scBSP","SPARK-X","SPARK-X only","COL15A1"
"scBSP","SPARK-X","SPARK-X only","COL18A1"
"scBSP","SPARK-X","SPARK-X only","COL25A1"
"scBSP","SPARK-X","SPARK-X only","COL6A1"
"scBSP","SPARK-X","SPARK-X only","CPA6"
"scBSP","SPARK-X","SPARK-X only","CPLX3"
"scBSP","SPARK-X","SPARK-X only","CPNE4"
"scBSP","SPARK-X","SPARK-X only","CPNE5"
"scBSP","SPARK-X","SPARK-X only","CREB3L1"
"scBSP","SPARK-X","SPARK-X only","CRH"
"scBSP","SPARK-X","SPARK-X only","CRIM1"
"scBSP","SPARK-X","SPARK-X only","CRYM"
"scBSP","SPARK-X","SPARK-X only","CSPG5"
"scBSP","SPARK-X","SPARK-X only","CSRP2"
"scBSP","SPARK-X","SPARK-X only","CTPS"
"scBSP","SPARK-X","SPARK-X only","CTSC"
"scBSP","SPARK-X","SPARK-X only","CTSS"
"scBSP","SPARK-X","SPARK-X only","CUX2"
"scBSP","SPARK-X","SPARK-X only","CXCL2"
"scBSP","SPARK-X","SPARK-X only","CYP26B1"
"scBSP","SPARK-X","SPARK-X only","CYP2S1"
"scBSP","SPARK-X","SPARK-X only","CYTH3"
"scBSP","SPARK-X","SPARK-X only","DAD1"
"scBSP","SPARK-X","SPARK-X only","DCLK3"
"scBSP","SPARK-X","SPARK-X only","DCN"
"scBSP","SPARK-X","SPARK-X only","DDIT4L"
"scBSP","SPARK-X","SPARK-X only","DEPTOR"
"scBSP","SPARK-X","SPARK-X only","DGKK"
"scBSP","SPARK-X","SPARK-X only","DPY19L1"
"scBSP","SPARK-X","SPARK-X only","DRD1"
"scBSP","SPARK-X","SPARK-X only","DRD5"
"scBSP","SPARK-X","SPARK-X only","EBF2"
"scBSP","SPARK-X","SPARK-X only","ECEL1"
"scBSP","SPARK-X","SPARK-X only","EFHD2"
"scBSP","SPARK-X","SPARK-X only","EGLN3"
"scBSP","SPARK-X","SPARK-X only","ELFN1"
"scBSP","SPARK-X","SPARK-X only","EMX2"
"scBSP","SPARK-X","SPARK-X only","ENPP6"
"scBSP","SPARK-X","SPARK-X only","EOMES"
"scBSP","SPARK-X","SPARK-X only","EPHA7"
"scBSP","SPARK-X","SPARK-X only","ESRRG"
"scBSP","SPARK-X","SPARK-X only","ETV1"
"scBSP","SPARK-X","SPARK-X only","FABP7"
"scBSP","SPARK-X","SPARK-X only","FAM107A"
"scBSP","SPARK-X","SPARK-X only","FAM181B"
"scBSP","SPARK-X","SPARK-X only","FAM183B"
"scBSP","SPARK-X","SPARK-X only","FAM184A"
"scBSP","SPARK-X","SPARK-X only","FAM214A"
"scBSP","SPARK-X","SPARK-X only","FBLN5"
"scBSP","SPARK-X","SPARK-X only","FEZF1"
"scBSP","SPARK-X","SPARK-X only","FEZF2"
"scBSP","SPARK-X","SPARK-X only","FGF10"
"scBSP","SPARK-X","SPARK-X only","FGFR3"
"scBSP","SPARK-X","SPARK-X only","FIBCD1"
"scBSP","SPARK-X","SPARK-X only","FIGN"
"scBSP","SPARK-X","SPARK-X only","FJX1"
"scBSP","SPARK-X","SPARK-X only","FN1"
"scBSP","SPARK-X","SPARK-X only","FOXP2"
"scBSP","SPARK-X","SPARK-X only","FRZB"
"scBSP","SPARK-X","SPARK-X only","GABRA5"
"scBSP","SPARK-X","SPARK-X only","GABRQ"
"scBSP","SPARK-X","SPARK-X only","GAD1"
"scBSP","SPARK-X","SPARK-X only","GAL"
"scBSP","SPARK-X","SPARK-X only","GALNTL6"
"scBSP","SPARK-X","SPARK-X only","GALR1"
"scBSP","SPARK-X","SPARK-X only","GALR2"
"scBSP","SPARK-X","SPARK-X only","GATA3"
"scBSP","SPARK-X","SPARK-X only","GBX1"
"scBSP","SPARK-X","SPARK-X only","GBX2"
"scBSP","SPARK-X","SPARK-X only","GCHFR"
"scBSP","SPARK-X","SPARK-X only","GFRA1"
"scBSP","SPARK-X","SPARK-X only","GFRA2"
"scBSP","SPARK-X","SPARK-X only","GHRH"
"scBSP","SPARK-X","SPARK-X only","GHSR"
"scBSP","SPARK-X","SPARK-X only","GLDC"
"scBSP","SPARK-X","SPARK-X only","GLRA1"
"scBSP","SPARK-X","SPARK-X only","GLRA3"
"scBSP","SPARK-X","SPARK-X only","GM5741"
"scBSP","SPARK-X","SPARK-X only","GNA14"
"scBSP","SPARK-X","SPARK-X only","GNG4"
"scBSP","SPARK-X","SPARK-X only","GNG8"
"scBSP","SPARK-X","SPARK-X only","GPR101"
"scBSP","SPARK-X","SPARK-X only","GPR119"
"scBSP","SPARK-X","SPARK-X only","GPR139"
"scBSP","SPARK-X","SPARK-X only","GPR34"
"scBSP","SPARK-X","SPARK-X only","GPR88"
"scBSP","SPARK-X","SPARK-X only","GPX3"
"scBSP","SPARK-X","SPARK-X only","GRIK1"
"scBSP","SPARK-X","SPARK-X only","GRIK3"
"scBSP","SPARK-X","SPARK-X only","GRM1"
"scBSP","SPARK-X","SPARK-X only","GRM2"
"scBSP","SPARK-X","SPARK-X only","GRM3"
"scBSP","SPARK-X","SPARK-X only","GRM4"
"scBSP","SPARK-X","SPARK-X only","GRM8"
"scBSP","SPARK-X","SPARK-X only","H2-AB1"
"scBSP","SPARK-X","SPARK-X only","HAPLN1"
"scBSP","SPARK-X","SPARK-X only","HCRTR1"
"scBSP","SPARK-X","SPARK-X only","HDC"
"scBSP","SPARK-X","SPARK-X only","HDHD3"
"scBSP","SPARK-X","SPARK-X only","HHIP"
"scBSP","SPARK-X","SPARK-X only","HOPX"
"scBSP","SPARK-X","SPARK-X only","HOXA7"
"scBSP","SPARK-X","SPARK-X only","HOXC5"
"scBSP","SPARK-X","SPARK-X only","HRH3"
"scBSP","SPARK-X","SPARK-X only","HS3ST2"
"scBSP","SPARK-X","SPARK-X only","HS6ST2"
"scBSP","SPARK-X","SPARK-X only","HTR1A"
"scBSP","SPARK-X","SPARK-X only","HTR1B"
"scBSP","SPARK-X","SPARK-X only","HTR1F"
"scBSP","SPARK-X","SPARK-X only","HTR2A"
"scBSP","SPARK-X","SPARK-X only","HTR2C"
"scBSP","SPARK-X","SPARK-X only","HTR5B"
"scBSP","SPARK-X","SPARK-X only","ID4"
"scBSP","SPARK-X","SPARK-X only","IFITM1"
"scBSP","SPARK-X","SPARK-X only","IGFBP2"
"scBSP","SPARK-X","SPARK-X only","IGFBP4"
"scBSP","SPARK-X","SPARK-X only","IGFBP6"
"scBSP","SPARK-X","SPARK-X only","IGSF1"
"scBSP","SPARK-X","SPARK-X only","IL1R1"
"scBSP","SPARK-X","SPARK-X only","IL1RAPL2"
"scBSP","SPARK-X","SPARK-X only","IL33"
"scBSP","SPARK-X","SPARK-X only","INHBA"
"scBSP","SPARK-X","SPARK-X only","INPP5J"
"scBSP","SPARK-X","SPARK-X only","IRS4"
"scBSP","SPARK-X","SPARK-X only","IRX2"
"scBSP","SPARK-X","SPARK-X only","IRX6"
"scBSP","SPARK-X","SPARK-X only","KCNAB1"
"scBSP","SPARK-X","SPARK-X only","KCNAB3"
"scBSP","SPARK-X","SPARK-X only","KCNC3"
"scBSP","SPARK-X","SPARK-X only","KCND3"
"scBSP","SPARK-X","SPARK-X only","KCNG1"
"scBSP","SPARK-X","SPARK-X only","KCNS1"
"scBSP","SPARK-X","SPARK-X only","KCTD12"
"scBSP","SPARK-X","SPARK-X only","KIF5B"
"scBSP","SPARK-X","SPARK-X only","KITL"
"scBSP","SPARK-X","SPARK-X only","KRT15"
"scBSP","SPARK-X","SPARK-X only","KRT27"
"scBSP","SPARK-X","SPARK-X only","KRT73"
"scBSP","SPARK-X","SPARK-X only","LAMP5"
"scBSP","SPARK-X","SPARK-X only","LEF1"
"scBSP","SPARK-X","SPARK-X only","LGI2"
"scBSP","SPARK-X","SPARK-X only","LHX1"
"scBSP","SPARK-X","SPARK-X only","LHX6"
"scBSP","SPARK-X","SPARK-X only","LHX9"
"scBSP","SPARK-X","SPARK-X only","LIMS2"
"scBSP","SPARK-X","SPARK-X only","LINGO4"
"scBSP","SPARK-X","SPARK-X only","LMO1"
"scBSP","SPARK-X","SPARK-X only","LMX1A"
"scBSP","SPARK-X","SPARK-X only","LPL"
"scBSP","SPARK-X","SPARK-X only","LRPPRC"
"scBSP","SPARK-X","SPARK-X only","LRRC55"
"scBSP","SPARK-X","SPARK-X only","LTK"
"scBSP","SPARK-X","SPARK-X only","LY6G6E"
"scBSP","SPARK-X","SPARK-X only","LYPD6"
"scBSP","SPARK-X","SPARK-X only","LYPD6B"
"scBSP","SPARK-X","SPARK-X only","MAN1A"
"scBSP","SPARK-X","SPARK-X only","MAOB"
"scBSP","SPARK-X","SPARK-X only","MAP3K7CL"
"scBSP","SPARK-X","SPARK-X only","MATN2"
"scBSP","SPARK-X","SPARK-X only","MC1R"
"scBSP","SPARK-X","SPARK-X only","MFGE8"
"scBSP","SPARK-X","SPARK-X only","MLC1"
"scBSP","SPARK-X","SPARK-X only","MLF1"
"scBSP","SPARK-X","SPARK-X only","MOXD1"
"scBSP","SPARK-X","SPARK-X only","MRAP2"
"scBSP","SPARK-X","SPARK-X only","MYOC"
"scBSP","SPARK-X","SPARK-X only","NDNF"
"scBSP","SPARK-X","SPARK-X only","NDRG2"
"scBSP","SPARK-X","SPARK-X only","NDST4"
"scBSP","SPARK-X","SPARK-X only","NEFH"
"scBSP","SPARK-X","SPARK-X only","NELL1"
"scBSP","SPARK-X","SPARK-X only","NEUROD1"
"scBSP","SPARK-X","SPARK-X only","NEUROD2"
"scBSP","SPARK-X","SPARK-X only","NEUROD6"
"scBSP","SPARK-X","SPARK-X only","NFATC2"
"scBSP","SPARK-X","SPARK-X only","NGB"
"scBSP","SPARK-X","SPARK-X only","NHLH2"
"scBSP","SPARK-X","SPARK-X only","NINJ2"
"scBSP","SPARK-X","SPARK-X only","NKX2-1"
"scBSP","SPARK-X","SPARK-X only","NMB"
"scBSP","SPARK-X","SPARK-X only","NOG"
"scBSP","SPARK-X","SPARK-X only","NOS1"
"scBSP","SPARK-X","SPARK-X only","NOTUM"
"scBSP","SPARK-X","SPARK-X only","NOV"
"scBSP","SPARK-X","SPARK-X only","NPAS1"
"scBSP","SPARK-X","SPARK-X only","NPNT"
"scBSP","SPARK-X","SPARK-X only","NPPA"
"scBSP","SPARK-X","SPARK-X only","NPPC"
"scBSP","SPARK-X","SPARK-X only","NPTX2"
"scBSP","SPARK-X","SPARK-X only","NPW"
"scBSP","SPARK-X","SPARK-X only","NPY"
"scBSP","SPARK-X","SPARK-X only","NPY2R"
"scBSP","SPARK-X","SPARK-X only","NR2F2"
"scBSP","SPARK-X","SPARK-X only","NR3C2"
"scBSP","SPARK-X","SPARK-X only","NR4A2"
"scBSP","SPARK-X","SPARK-X only","NR4A3"
"scBSP","SPARK-X","SPARK-X only","NREP"
"scBSP","SPARK-X","SPARK-X only","NRIP3"
"scBSP","SPARK-X","SPARK-X only","NRP2"
"scBSP","SPARK-X","SPARK-X only","NTNG1"
"scBSP","SPARK-X","SPARK-X only","NTS"
"scBSP","SPARK-X","SPARK-X only","NTSR1"
"scBSP","SPARK-X","SPARK-X only","NWD2"
"scBSP","SPARK-X","SPARK-X only","NXPH1"
"scBSP","SPARK-X","SPARK-X only","NXPH4"
"scBSP","SPARK-X","SPARK-X only","NYAP2"
"scBSP","SPARK-X","SPARK-X only","OLFML2A"
"scBSP","SPARK-X","SPARK-X only","OMP"
"scBSP","SPARK-X","SPARK-X only","ONECUT2"
"scBSP","SPARK-X","SPARK-X only","OPALIN"
"scBSP","SPARK-X","SPARK-X only","OSCP1"
"scBSP","SPARK-X","SPARK-X only","OTOF"
"scBSP","SPARK-X","SPARK-X only","OTP"
"scBSP","SPARK-X","SPARK-X only","OTX2"
